original_index,kualifikasi
5932,"Menguasai Python dan/atau R dengan baik serta memiliki pengalaman berpengalaman dalam analisis data, pengembangan model statistik, dan penggunaan alat-alat data science seperti Data Mining, Artificial Intelligence, Machine Learning, dan Cloud Computing, serta bertanggung jawab untuk menganalisis data besar, membangun model dari awal, dan menceritakan hasilnya dengan efektif."
5933,"Data Visualization Analyst yang diminta ECS untuk bekerja di kantor Arlington, VA, harus menguasai Business Analysis, User Centered Design (UCD), Data Analytics, Dashboard Creation, Data Visualization, Agile Delivery, SQL, Relational Databases, Tableau, PowerBI, Kibana, Grafana, Data Quality, dan Business Intelligence serta mampu mengembangkan analisis data yang efektif untuk meningkatkan hasil misi klien dengan mengantisipasi kebutuhan klien dan mengubahnya menjadi pertanyaan analitis yang dapat dijawab dengan menggunakan data yang tersedia, serta bertanggung jawab untuk mengembangkan pemahaman mendalam tentang misi dan prioritas klien, serta mengembangkan pertanyaan analitis yang dapat dijawab dengan menggunakan data yang tersedia."
5934,"Menguasai Microsoft Word, PowerPoint, dan Excel serta memiliki kemampuan metadata creation, review dokumen, dan entry data, dengan pengalaman minimal dua tahun di bidang IT dan bertanggung jawab atas tugas utama seperti menciptakan metadata, mereview dokumen, mengidentifikasi informasi metadata, dan menginput informasi metadata."
5935,"Menguasai Data Scientist dengan pengalaman 0 tahun di bidang Data Scientist, mampu mengembangkan dan mengoptimalkan data pipelines menggunakan SQL, Apache NiFi, StreamSets, ETL, Python, Java, Big Data, Cloud, Data Pipelines, Machine Learning, Data Visualization, serta bertanggung jawab dalam mengidentifikasi dan mengimplementasikan solusi data bersama analis dan pemimpin produk untuk mencapai data akurasi dan keandalan yang tinggi."
5936,"Menguasai SQL, Python, R, PHP, dan memiliki kemampuan analisis data, reporting, dan pemecahan masalah analitis, serta berpengalaman dalam privacy compliance, data gathering, automation, dan review kualitas data, dengan pengalaman tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan, bertanggung jawab untuk mendukung semua aspek proyek klien terkait manajemen program privasi, operasional privasi, dan tanggap regulasi, serta membantu meningkatkan efisiensi respons klien terhadap permintaan komplian regulasi, termasuk pengumpulan data, otomatisasi tanggap regulasi, dan pengukuran efektifitas operasional safeguard privasi."
5937,"Menguasai data analysis, data management, research, data modeling, statistics, economics, computer science, serta memiliki kemampuan data visualization, problemsolving, komunikasi, dan teamwork. Berpengalaman dalam mengidentifikasi dan menganalisis tren dan prediksi, serta mampu merekomendasikan perbaikan untuk meningkatkan operasional bisnis. Bertanggung jawab dalam menganalisis hasil operasional masa lalu dan melakukan analisis variasi, serta mampu bekerja secara mandiri atau dalam tim."
5938,"Menguasai Python, Scala, Spark, EMR, Hadoop, UNIX/Linux, AWS, Microsoft Azure, Google Cloud, Redshift, dan Snowflake serta mampu bekerja dengan Agile, dengan pengalaman tidak ada di bidang IT dan bertanggung jawab untuk melaksanakan tugas utama pekerjaan sebagai Data Engineer."
5939,"Menguasai Data Science, Machine Learning, Artificial Intelligence, dan Python, serta memiliki kemampuan untuk merancang dan membangun aplikasi yang dapat di-deploy menggunakan model ML yang dirancang dan direkomendasikan. Bertanggung jawab atas identifikasi solusi kompleks dan pengembangan aplikasi yang dapat di-deploy. Berpengalaman dalam menganalisis dan merekomendasikan proyek-proyek teknis yang terkait dengan tujuan bisnis. Mampu mengelola dan melaporkan tujuan bisnis dan teknis."
5940,"Berikut adalah kualifikasi yang telah diextrak dan ditulis ulang dalam satu kalimat panjang yang mengalir:

Menguasai Python, Pandas, NumPy, PySpark, serta memiliki pengetahuan yang kuat tentang AWS services seperti S3, RDS, EC2, Lambda, SQS, SNS, dan Redshift, serta mampu mengembangkan aplikasi dengan Java dan Database seperti Oracle dan Postgres, dengan pengalaman kerja yang tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan."
5941,"Menguasai Splunk dan Python, serta memiliki pengalaman lebih dari 10 tahun dalam bidang AWS, bertanggung jawab untuk mengembangkan dan mengelola infrastruktur data di AWS dengan menggunakan berbagai layanan seperti EC2, Lambda, Beanstalk, Batch, ECS, S3, EFS, Glacier, CloudTrail, CloudWatch, Athena, EMR, Glue, Redshift, Kinesis, serta memiliki pengetahuan yang kuat dalam pemrograman berorientasi objek dan penggunaan API."
5942,"Menguasai Data Engineering, Data Modeling, Database Design, SQL, ETL, Data Integration, Apache NiFi, Python, Data Warehousing, Data Pipeline Tools, Workflow Tools, Data Streaming, Apache Kafka, dan Data Quality, serta berpengalaman dalam mengelola data, bertanggung jawab atas tugas utama pekerjaan Data Onboarding, dengan pengalaman tidak ada dan pendidikan terbuka untuk semua jenjang dan jurusan."
5943,"Big Data Engineer BDE21-1 yang berpengalaman dalam menguasai Big Data, Cloud Computing, Data Mining, Data Lake, Python, Spark, Kafka, Java, SQL, Data Retention Policies, Data Management, Data Processing, Data Innovations, Data Analysis, dan Web Scraping, bertanggung jawab untuk mengumpulkan dan memproses data mentah dalam skala besar, merancang dan mengembangkan aplikasi data menggunakan alat dan kerangka kerja yang dipilih, serta membaca, mengekstrak, menganalisis, memasukkan, dan memuat data ke alat dan kerangka kerja yang dipilih."
5944,"Data Engineer ETL Expert dengan TS/SCI clearance dan polygraph yang menguasai Data Engineering, ETL, Data Extraction, Data Transformation, Data Loading, Hadoop, Spark, Java/J2EE, C, C++, SQL, XML, XQuery, XPath, Ruby on Rails, HTML, XHTML, CSS, Python, Shell Scripting, JSON, dan memiliki pengalaman bertanggung jawab dalam mengelola data dan data flow untuk sistem yang ada dan baru, serta mampu melakukan data extraction, transformation, dan load (ETL), data mapping, analisis, dukungan operasional, dan pemeliharaan data."
5945,"Menguasai SQL, Python, data pipelines, data governance, data orchestration, data modeling, ETL processes, data analysis, data strategizing, Agile development, Git, cloud computing, serta memiliki kemampuan presentasi yang baik, dengan pengalaman minimum NULL di bidang IT, bertanggung jawab untuk mendukung pengembangan sistem data yang efektif dan efisien sebagai Senior-Level Data Engineer di IT Concepts."
5946,"Menguasai SQL, NoSQL, HPC, serta pengelolaan sistem data, arsitektur data, struktur data, sistem data, throughput data, kinerja query, teknologi backend database, ETL, desain test, perencanaan test, dan pengujian. Bertanggung jawab untuk mendesain, mengimplementasikan, dan mengoperasikan sistem pengelolaan data untuk kebutuhan intelijen dengan pengalaman NULL di bidang ini. Tugas utama pekerjaan adalah mendesain bagaimana data akan disimpan, diakses, digunakan, diintegrasikan, dan dikelola oleh berbagai sistem data."
5947,"Menguasai TCP/IP, Python, C++, SQL, Data Analysis, ETL, Airflow, PostgreSQL, NoSQL, Linux, Docker, Kubernetes, AWS, GCP, Azure, Agile Methodologies, dan Cloud DevOps, serta berpengalaman dalam mengembangkan sistem network mapping dan interrogation engine, bertanggung jawab untuk membantu membangun platform network security solution yang inovatif dan mengembangkan teknologi deteksi intrusi jaringan yang canggih dengan kecepatan dan komprehensivitas yang luar biasa."
5948,"Menguasai PostgreSQL, SQL, AWS RDS, Aurora, pgAdmin, pgModeler, DBeaver, EntityRelationship Diagrams (ERDs), Structured Query Language (SQL), Amazon Web Services (AWS), AGILE, DEVOPS, COTS tools, dan Financial Management, dengan pengalaman yang tidak ada di bidang IT, bertanggung jawab untuk mengembangkan dan mengelola database dalam lingkungan cloud, serta berpartisipasi dalam diskusi kolaboratif untuk menetapkan standar administrasi database yang konsisten."
5949,"Menguasai Azure, Cloud Data Engineer, dan teknologi terkait seperti Data Pipeline, Python, ETL Processes, Data Transformations, Databricks, Azure HDInsight, Azure Monitor, Log Analytics, Application Insights, dan Data Warehouse dengan pengalaman minimal NULL di bidang IT dan bertanggung jawab untuk merancang dan mengimplementasikan solusi data cloud pada Microsoft Azure, serta mengembangkan skrip Python dan catatan untuk proses ETL, transformasi data, dan visualisasi menggunakan layanan seperti Databricks dan Azure HDInsight."
5950,"Menguasai Data Integration, Data Streaming, Spring Microservices, Agile/Scrum, Continuous Integration, Continuous Delivery, RESTful APIs, Unit Testing, Integration Testing, EndtoEnd Testing, dan Production Release, dengan pengalaman bertanggung jawab dalam tim, mampu mengelola dan mentransformasikan data untuk mendukung pengembangan fitur produk, serta berpengalaman dalam mengimplementasikan produk dengan menggunakan metodologi Agile/Scrum dan Continuous Integration/Continuous Delivery."
5951,"Menguasai data analysis, data management, data science, operations research, data engineering, ETL, data analytics, big data, machine learning, software engineering, serta memiliki kemampuan dalam menggunakan teknologi AWS, Python, JavaScript, Node.js, React, dan Vue, dengan pengalaman kerja yang beragam dan tidak ada latar belakang pengalaman yang spesifik, bertanggung jawab untuk melakukan tugas utama pekerjaan sebagai Senior Data Engineer."
5952,"Menguasai AWS, AWS GLUE, ETL, Informatica, KINESIS, LAMBDA serta AWS Data Services dan Modules, dengan pengalaman 5+ tahun di bidang AWS services (Lambda, S3, RDS, Aurora, DynamoDB, Kinesis, AWS Glue, AWS Data Pipeline) dan 3+ tahun di bidang data migration, data analysis, dan SQL, bertanggung jawab untuk merancang dan menerapkan pipeline pengolahan data menggunakan AWS Glue dan layanan AWS lainnya serta mampu bekerja sama dengan tim yang terdistribusi secara global."
5953,"Menguasai Data Engineering, Python, JavaScript, C#, Node.js, React, Vue.js, AWS, ETL, ELK Stack, Docker, Kubernetes, Data Analytics, Machine Learning, Big Data, Algorithms, Statistical Models, dan Cloud Computing, serta mampu mengembangkan dan mengelola sistem data yang kompleks, dengan pengalaman tidak ada di bidang data engineering dan tidak ada pengalaman kerja, bertanggung jawab untuk mengembangkan dan mengelola sistem data yang efektif dan efisien."
5954,"Menguasai Data Engineering, Data Pipelines, Cloud Computing, AWS, Azure, GCP, ETL, Data Orchestration, Azure Data Factory, SSIS, Informatica, Alteryx, Ab Initio, Pentaho, Talend, Matillion, Snowflake, Redshift, serta memiliki pengetahuan yang luas tentang berbagai teknologi data lainnya, serta tidak memiliki pengalaman kerja, bertanggung jawab untuk mengembangkan dan menjalankan sistem data yang canggih untuk memungkinkan pengambil keputusan membuat keputusan yang tepat."
5955,"Menguasai teknologi Scala, Java, Spring, Kafka, dan Hive, serta berpengalaman dalam integrasi database, pengolahan data besar, dan pengembangan data streaming, serta memiliki kemampuan dalam mengintegrasikan data ke dalam sistem AWS, serta bertanggung jawab dalam mengembangkan dan menguji sistem data dengan menggunakan metode Agile, Continuous integration, Unit testing, Integration testing, dan Endtoend testing."
5956,"Menguasai SQL, Oracle, dan DB2 server, serta memiliki pengalaman 0 tahun di bidang IT dengan fokus pada Data Engineering, bertanggung jawab untuk membangun dan menjaga artefak di Datawarehouse, Data lake, serta menggunakan ETL tools seperti Informatica dan MS Azure seperti Azure Data Factory, Azure Data Bricks (PySpark), Synapse, dan Azure DevOps, serta memiliki kemampuan analisis bisnis dan inteligensi bisnis dengan menggunakan Tableau dan Power BI."
5957,"Menguasai Python, AWS, Snowflake, Redshift, PySpark, Glue, Tableau, serta memiliki pengalaman yang berpengalaman dalam Data Warehouse, Data Integration, Data Enrichment, Machine Learning, AI, Predictive Analytics, Data Products, Computer Science, dan Data Analytics, bertanggung jawab untuk mengembangkan dan mengelola sistem data yang efektif dan efisien untuk perusahaan yang bergerak di bidang mortgage securitization."
5958,"Menguasai Healthcare technology, FHIR (Fast Healthcare Interoperability Resources), Java, Python, Bash scripts, serta memiliki kemampuan data ingestion, data transformation, database design, data modeling, dan ETL (Extract Transform Load), dengan pengalaman minimal NULL di bidang yang sama dan bertanggung jawab untuk mengelola data Medicare di Centers for Medicare & Medicaid Services (CMS) dalam format FHIR untuk menyediakan data demografi, pendaftaran, dan klaim kepada lebih dari 65 juta penerima Medicare."
5959,"Menguasai Databricks, Data Warehousing, ETL Development, Data Integration, Data Modeling, Python, Big Data Streaming, Machine Learning, ML Ops, Public Cloud (AWS atau Azure), Spark, Hadoop, Cassandra, dan Data Extraction, serta berpengalaman dalam bidang data engineering selama minimal 5 tahun, bertanggung jawab untuk memimpin proses penjualan teknis terkait data warehousing, pengembangan ETL, integrasi data, dan model data, serta berkontribusi dalam menciptakan solusi data dan analitik yang efektif."
5960,"Menguasai Python, Java, SQL, R, C#, C++, C, SQL Server, PostgreSQL, Snowflake, Redshift, Aurora, Presto, BigQuery, Oracle, Git, Docker, Subversion, Kubernetes, Jenkins, Spark, Databricks, Kafka, Kinesis, Hadoop serta mampu mengelola dan memantau sistem data dengan menggunakan teknologi tersebut. Bertanggung jawab dalam memastikan kualitas dan keamanan data, serta mampu bekerja sama dengan tim untuk mengembangkan dan memelihara sistem data yang efektif dan efisien."
5961,"Menguasai Data Engineering, Data Analytics, Machine Learning, Data Visualization, Data Modeling, Data Integration, Data Migration, Data Processing, Big Data, Cloud Computing, Azure, Azure Data Factory, dan Azure Databricks dengan pengalaman minimal NULL di bidang IT dan bertanggung jawab untuk membangun kemampuan langsung, menciptakan dan menjaga arsitektur pipa data optimal, serta membangun infrastruktur yang diperlukan untuk ekstraksi, transformasi, dan muatan data dari berbagai sumber data."
